country,indicator,value,year
Gibraltar,totalSupply,54.4,2020
Gibraltar,totalSupply,1.248,2022
Gibraltar,totalSupply,79.67999999999998,2023
Gibraltar,totalSupply,11.904000000000005,2024
Greece,totalSupply,177782,2017
Greece,totalSupply,394120,2018
Greece,totalSupply,319110.3,2019
Greece,totalSupply,405551.99999999994,2020
Greece,totalSupply,483620.1999999997,2021
Greece,totalSupply,211674.48200000008,2022
Greece,totalSupply,140941.27600000007,2023
Greece,totalSupply,32595.864,2024
Grenada,totalSupply,63.199999999999974,2020
Grenada,totalSupply,6.3999999999999995,2021
Grenada,totalSupply,16468.610000000004,2023
Grenada,totalSupply,693.33,2024
Guadeloupe,totalSupply,11.200000000000005,2020
Guadeloupe,totalSupply,914.7599999999996,2022
Guadeloupe,totalSupply,2148.9600000000055,2023
Guatemala,totalSupply,10314,2017
Guatemala,totalSupply,11740,2018
Guatemala,totalSupply,31058.39999999992,2019
Guatemala,totalSupply,38701.60000000002,2020
Guatemala,totalSupply,17506.39999999999,2021
Guatemala,totalSupply,21799.04900000001,2022
Guatemala,totalSupply,43043.93299999999,2023
Guatemala,totalSupply,13504.490000000002,2024
Guernsey,totalSupply,27,2018
Guernsey,totalSupply,169.6,2019
Guernsey,totalSupply,76.79999999999993,2020
Guernsey,totalSupply,2.8800000000000012,2022
Guernsey,totalSupply,16.22400000000001,2023
Guernsey,totalSupply,15.55200000000001,2024
Guinea,totalSupply,910,2017
Guinea,totalSupply,25.344000000000012,2022
Guinea,totalSupply,18.336000000000013,2023
Guinea,totalSupply,11.040000000000004,2024
Guyana,totalSupply,1010,2017
Guyana,totalSupply,1310,2018
Guyana,totalSupply,207.39999999999992,2019
Guyana,totalSupply,36.8,2020
Guyana,totalSupply,224,2021
Guyana,totalSupply,1699.1240000000007,2022
Guyana,totalSupply,110.87399999999998,2023
Guyana,totalSupply,2.88,2024
Haiti,totalSupply,1010,2017
Haiti,totalSupply,1428,2018
Haiti,totalSupply,224,2019
Haiti,totalSupply,1474,2020
Haiti,totalSupply,2696.599999999994,2021
Haiti,totalSupply,3504.9700000000003,2022
Haiti,totalSupply,19944.893999999993,2023
Haiti,totalSupply,2629.2780000000002,2024
Honduras,totalSupply,507,2017
Honduras,totalSupply,3303,2018
Honduras,totalSupply,60393.60000000003,2019
Honduras,totalSupply,71147.59999999999,2020
Honduras,totalSupply,52120,2021
Honduras,totalSupply,32291.354,2022
Honduras,totalSupply,8667.276000000003,2023
Honduras,totalSupply,754.0799999999995,2024
Hong Kong,totalSupply,47172,2017
Hong Kong,totalSupply,78901,2018
Hong Kong,totalSupply,158390.59999999998,2019
Hong Kong,totalSupply,59391.00000000001,2020
Hong Kong,totalSupply,89891.59999999985,2021
Hong Kong,totalSupply,118895.36499999996,2022
Hong Kong,totalSupply,52725.732999999964,2023
Hong Kong,totalSupply,14058.474000000004,2024
Hungary,totalSupply,63148,2017
Hungary,totalSupply,92859,2018
Hungary,totalSupply,81009.60000000002,2019
Hungary,totalSupply,144516.60000000003,2020
Hungary,totalSupply,96554.40000000049,2021
Hungary,totalSupply,125604.41599999995,2022
Hungary,totalSupply,78950.21200000004,2023
Hungary,totalSupply,25125.617999999995,2024
Iceland,totalSupply,2883,2018
Iceland,totalSupply,4580,2019
Iceland,totalSupply,1471.5999999999995,2020
Iceland,totalSupply,3935.9999999999773,2021
Iceland,totalSupply,3019.2800000000066,2022
Iceland,totalSupply,1773.282000000003,2023
Iceland,totalSupply,51.36,2024
India,totalSupply,9092601,2017
India,totalSupply,21051219,2018
India,totalSupply,31210250.599999994,2019
India,totalSupply,46742228.600000024,2020
India,totalSupply,35475542.400000006,2021
India,totalSupply,31263713.251000002,2022
India,totalSupply,18284821.42700001,2023
India,totalSupply,5899491.723,2024
Indonesia,totalSupply,182090,2017
Indonesia,totalSupply,288564,2018
Indonesia,totalSupply,1091179.0999999994,2019
Indonesia,totalSupply,2091400.7999999998,2020
Indonesia,totalSupply,2186298.9999999995,2021
Indonesia,totalSupply,3123511.9349999987,2022
Indonesia,totalSupply,2766201.1489999997,2023
Indonesia,totalSupply,903662.7019999999,2024
Iran,totalSupply,1616.4000000000003,2020
Iran,totalSupply,618.4,2021
Iran,totalSupply,148.41599999999994,2022
Iran,totalSupply,764.1599999999992,2023
Iran,totalSupply,528.3839999999998,2024
Iraq,totalSupply,1408,2017
Iraq,totalSupply,25444,2018
Iraq,totalSupply,9919.399999999998,2019
Iraq,totalSupply,15394.000000000004,2020
Iraq,totalSupply,17162.4,2021
Iraq,totalSupply,47125.77999999997,2022
Iraq,totalSupply,14463.294000000009,2023
Iraq,totalSupply,2683.542,2024
Ireland,totalSupply,236312,2017
Ireland,totalSupply,414641,2018
Ireland,totalSupply,313484.00000000006,2019
Ireland,totalSupply,282885.80000000005,2020
Ireland,totalSupply,456784.3999999999,2021
Ireland,totalSupply,436806.60300000024,2022
Ireland,totalSupply,127549.357,2023
Ireland,totalSupply,27947.68799999998,2024
Isle of Man,totalSupply,5882,2017
Isle of Man,totalSupply,1092,2018
Isle of Man,totalSupply,3334.4,2019
Isle of Man,totalSupply,6367.199999999998,2020
Isle of Man,totalSupply,15701.999999999933,2021
Isle of Man,totalSupply,8178.688000000009,2022
Isle of Man,totalSupply,229.3440000000002,2023
Isle of Man,totalSupply,7.680000000000005,2024
Israel,totalSupply,28466,2017
Israel,totalSupply,59183,2018
Israel,totalSupply,56650.89999999991,2019
Israel,totalSupply,49570.199999999975,2020
Israel,totalSupply,26489.19999999995,2021
Israel,totalSupply,82473.25199999998,2022
Israel,totalSupply,45495.55499999998,2023
Israel,totalSupply,8675.388,2024
Italy,totalSupply,301107,2017
Italy,totalSupply,643226,2018
Italy,totalSupply,524140.79999999993,2019
Italy,totalSupply,618065.5999999999,2020
Italy,totalSupply,587933.2000000003,2021
Italy,totalSupply,294436.8880000001,2022
Italy,totalSupply,161721.465,2023
Italy,totalSupply,56379.225999999995,2024
Jamaica,totalSupply,68952,2017
Jamaica,totalSupply,92390,2018
Jamaica,totalSupply,83612.20000000004,2019
Jamaica,totalSupply,87062.99999999997,2020
Jamaica,totalSupply,95544.99999999988,2021
Jamaica,totalSupply,126237.26500000013,2022
Jamaica,totalSupply,101797.67899999997,2023
Jamaica,totalSupply,17495.93700000001,2024
Japan,totalSupply,38873,2017
Japan,totalSupply,81761,2018
Japan,totalSupply,128656.90000000001,2019
Japan,totalSupply,192156.6000000003,2020
Japan,totalSupply,200542.20000000007,2021
Japan,totalSupply,176801.47399999987,2022
Japan,totalSupply,119448.912,2023
Japan,totalSupply,49005.511000000006,2024
Jersey,totalSupply,3526,2017
Jersey,totalSupply,4397,2018
Jersey,totalSupply,12,2019
Jersey,totalSupply,1766.8,2020
Jersey,totalSupply,329.2000000000008,2021
Jersey,totalSupply,167.344,2022
Jersey,totalSupply,241.24799999999937,2023
Jersey,totalSupply,88.99199999999996,2024
Jordan,totalSupply,5874,2017
Jordan,totalSupply,44713,2018
Jordan,totalSupply,89865.29999999999,2019
Jordan,totalSupply,109630.59999999986,2020
Jordan,totalSupply,108015.99999999977,2021
Jordan,totalSupply,164210.1009999997,2022
Jordan,totalSupply,101132.93000000002,2023
Jordan,totalSupply,19542.804000000004,2024
Kazakhstan,totalSupply,6336,2017
Kazakhstan,totalSupply,25048,2018
Kazakhstan,totalSupply,93781.99999999991,2019
Kazakhstan,totalSupply,273377.2000000006,2020
Kazakhstan,totalSupply,588041.4000000013,2021
Kazakhstan,totalSupply,981044.7589999993,2022
Kazakhstan,totalSupply,363738.74600000016,2023
Kazakhstan,totalSupply,57803.27100000001,2024
Kenya,totalSupply,307078,2017
Kenya,totalSupply,701839,2018
Kenya,totalSupply,1080087.0999999999,2019
Kenya,totalSupply,1617050.999999999,2020
Kenya,totalSupply,1548652.9999999998,2021
Kenya,totalSupply,1241260.1930000004,2022
Kenya,totalSupply,817438.628,2023
Kenya,totalSupply,225304.01400000002,2024
Kosovo,totalSupply,38,2017
Kosovo,totalSupply,24459.6,2019
Kosovo,totalSupply,79696.3999999998,2020
Kosovo,totalSupply,57083.99999999995,2021
Kosovo,totalSupply,40753.07000000004,2022
Kosovo,totalSupply,13834.272000000008,2023
Kosovo,totalSupply,2154.3960000000015,2024
Kuwait,totalSupply,5228,2017
Kuwait,totalSupply,13944,2018
Kuwait,totalSupply,32998.799999999996,2019
Kuwait,totalSupply,77614.40000000007,2020
Kuwait,totalSupply,50023.99999999991,2021
Kuwait,totalSupply,47335.42600000002,2022
Kuwait,totalSupply,7134.0909999999885,2023
Kuwait,totalSupply,1266.2620000000006,2024
Kyrgyzstan,totalSupply,4091,2019
Kyrgyzstan,totalSupply,2160,2020
Kyrgyzstan,totalSupply,6856,2021
Kyrgyzstan,totalSupply,17115.012000000013,2022
Kyrgyzstan,totalSupply,9905.767999999987,2023
Kyrgyzstan,totalSupply,2834.0759999999996,2024
Laos,totalSupply,1010,2017
Laos,totalSupply,189503.1000000003,2019
Laos,totalSupply,181429.80000000008,2020
Laos,totalSupply,40352,2021
Laos,totalSupply,6370.580000000006,2022
Laos,totalSupply,7087.632999999985,2023
Laos,totalSupply,1167.5629999999994,2024
Latvia,totalSupply,30671,2017
Latvia,totalSupply,93484,2018
Latvia,totalSupply,105601.29999999973,2019
Latvia,totalSupply,32427.19999999995,2020
Latvia,totalSupply,17799.00000000007,2021
Latvia,totalSupply,83429.75199999998,2022
Latvia,totalSupply,78946.48600000002,2023
Latvia,totalSupply,25088.708,2024
Lebanon,totalSupply,179824,2017
Lebanon,totalSupply,637740,2018
Lebanon,totalSupply,420424.60000000015,2019
Lebanon,totalSupply,212826.20000000004,2020
Lebanon,totalSupply,394622.79999999993,2021
Lebanon,totalSupply,286589.3760000001,2022
Lebanon,totalSupply,67051.362,2023
Lebanon,totalSupply,14246.735999999997,2024
Lesotho,totalSupply,203.27999999999994,2022
Lesotho,totalSupply,10.656000000000004,2023
Lesotho,totalSupply,17.76000000000001,2024
Liberia,totalSupply,210.89,2022
Liberia,totalSupply,51.647999999999996,2023
Libya,totalSupply,4962,2017
Libya,totalSupply,10235,2018
Libya,totalSupply,33148,2019
Libya,totalSupply,19496,2020
Libya,totalSupply,560.0000000000001,2021
Libya,totalSupply,43177.782,2022
Libya,totalSupply,18610.30799999994,2023
Libya,totalSupply,493.1339999999998,2024
Lithuania,totalSupply,31390,2017
Lithuania,totalSupply,74238,2018
Lithuania,totalSupply,79918.60000000003,2019
Lithuania,totalSupply,68362.40000000002,2020
Lithuania,totalSupply,19503.399999999954,2021
Lithuania,totalSupply,11191.90000000001,2022
Lithuania,totalSupply,16002.99800000001,2023
Lithuania,totalSupply,4861.625999999995,2024
Luxembourg,totalSupply,3536,2017
Luxembourg,totalSupply,8825,2018
Luxembourg,totalSupply,136,2019
Luxembourg,totalSupply,11492.4,2020
Luxembourg,totalSupply,11767.999999999984,2021
Luxembourg,totalSupply,5276.114000000008,2022
Luxembourg,totalSupply,1361.3439999999998,2023
Luxembourg,totalSupply,353.32199999999995,2024
Macao,totalSupply,2.688000000000001,2024
Macau,totalSupply,522.72,2022
Macau,totalSupply,22084.91999999998,2023
Macedonia,totalSupply,247036,2017
Macedonia,totalSupply,556099,2018
Macedonia,totalSupply,198923.0000000003,2019
Macedonia,totalSupply,243849.00000000058,2020
Macedonia,totalSupply,210305.20000000048,2021
Macedonia,totalSupply,296959.10099999973,2022
Macedonia,totalSupply,190369.40700000027,2023
Macedonia,totalSupply,34346.023,2024
Madagascar,totalSupply,7133,2017
Madagascar,totalSupply,14832,2018
Madagascar,totalSupply,10279.1,2019
Madagascar,totalSupply,12693.600000000002,2020
Madagascar,totalSupply,29209.999999999985,2021
Madagascar,totalSupply,9815.48600000001,2022
Madagascar,totalSupply,10068.648000000021,2023
Madagascar,totalSupply,1811.2420000000004,2024
Malawi,totalSupply,2426,2018
Malawi,totalSupply,412,2019
Malawi,totalSupply,7723.2,2020
Malawi,totalSupply,5440,2021
Malawi,totalSupply,9868.178000000005,2022
Malawi,totalSupply,3558.2100000000037,2023
Malawi,totalSupply,558.0619999999997,2024
Malaysia,totalSupply,123407,2017
Malaysia,totalSupply,235245,2018
Malaysia,totalSupply,354190.99999999994,2019
Malaysia,totalSupply,674224.6000000002,2020
Malaysia,totalSupply,671273.2000000005,2021
Malaysia,totalSupply,731715.8179999997,2022
Malaysia,totalSupply,491288.908,2023
Malaysia,totalSupply,137835.29600000006,2024
Maldives,totalSupply,1755,2017
Maldives,totalSupply,18225,2018
Maldives,totalSupply,23278.39999999999,2019
Maldives,totalSupply,10260.400000000003,2020
Maldives,totalSupply,2072.000000000002,2021
Maldives,totalSupply,144.9919999999999,2022
Maldives,totalSupply,14290.463999999984,2023
Maldives,totalSupply,8541.563999999998,2024
Mali,totalSupply,4004,2018
Mali,totalSupply,5649,2019
Mali,totalSupply,11.200000000000005,2021
Mali,totalSupply,2.88,2022
Mali,totalSupply,27.64800000000001,2023
Mali,totalSupply,13.536000000000003,2024
Malta,totalSupply,9834,2017
Malta,totalSupply,23996,2018
Malta,totalSupply,43073.59999999999,2019
Malta,totalSupply,15447.999999999993,2020
Malta,totalSupply,8952.40000000001,2021
Malta,totalSupply,5483.549999999993,2022
Malta,totalSupply,7808.993999999998,2023
Malta,totalSupply,923.5320000000005,2024
Martinique,totalSupply,4.7040000000000015,2022
Martinique,totalSupply,1.248,2023
Martinique,totalSupply,7.680000000000002,2024
Mauritania,totalSupply,28,2019
Mauritania,totalSupply,280.4000000000001,2020
Mauritania,totalSupply,448,2022
Mauritania,totalSupply,8.256000000000004,2023
Mauritania,totalSupply,32.35200000000002,2024
Mauritius,totalSupply,16900,2017
Mauritius,totalSupply,39949,2018
Mauritius,totalSupply,44488.5,2019
Mauritius,totalSupply,77788.40000000001,2020
Mauritius,totalSupply,70386.19999999968,2021
Mauritius,totalSupply,47031.71,2022
Mauritius,totalSupply,34950.86399999998,2023
Mauritius,totalSupply,10132.62,2024
Mexico,totalSupply,102769,2017
Mexico,totalSupply,170702,2018
Mexico,totalSupply,397990.1000000002,2019
Mexico,totalSupply,582247.2000000001,2020
Mexico,totalSupply,698654.7999999997,2021
Mexico,totalSupply,914895.1909999987,2022
Mexico,totalSupply,594962.0819999999,2023
Mexico,totalSupply,183315.54399999997,2024
Moldova,totalSupply,56951,2017
Moldova,totalSupply,102854,2018
Moldova,totalSupply,136868.0999999999,2019
Moldova,totalSupply,216578,2020
Moldova,totalSupply,238259.19999999984,2021
Moldova,totalSupply,279712.1320000001,2022
Moldova,totalSupply,190433.50900000002,2023
Moldova,totalSupply,77181.35700000002,2024
Monaco,totalSupply,39.53599999999998,2022
Monaco,totalSupply,12.38400000000001,2023
Monaco,totalSupply,7.968000000000002,2024
Mongolia,totalSupply,7100,2017
Mongolia,totalSupply,153,2018
Mongolia,totalSupply,107704.8,2019
Mongolia,totalSupply,2003.2000000000003,2020
Mongolia,totalSupply,1323.3039999999996,2022
Mongolia,totalSupply,835.3800000000008,2023
Mongolia,totalSupply,134.11199999999988,2024
Montenegro,totalSupply,15131,2017
Montenegro,totalSupply,26297,2018
Montenegro,totalSupply,7822.199999999984,2019
Montenegro,totalSupply,12426.000000000002,2020
Montenegro,totalSupply,19022.79999999999,2021
Montenegro,totalSupply,5026.328000000001,2022
Montenegro,totalSupply,10639.649,2023
Montenegro,totalSupply,7906.497000000002,2024
Montserrat,totalSupply,1.248,2022
Montserrat,totalSupply,11.424000000000007,2023
Morocco,totalSupply,110103,2017
Morocco,totalSupply,385713,2018
Morocco,totalSupply,390633.29999999993,2019
Morocco,totalSupply,424410.2,2020
Morocco,totalSupply,577266.0000000002,2021
Morocco,totalSupply,791776.5319999998,2022
Morocco,totalSupply,643281.9870000001,2023
Morocco,totalSupply,161268.24099999998,2024
Mozambique,totalSupply,1010,2017
Mozambique,totalSupply,2326,2018
Mozambique,totalSupply,2047.8000000000004,2019
Mozambique,totalSupply,1565.6000000000004,2020
Mozambique,totalSupply,5025.6,2021
Mozambique,totalSupply,2906.0960000000005,2022
Mozambique,totalSupply,2232.68,2023
Mozambique,totalSupply,531.0999999999999,2024
Myanmar,totalSupply,11586,2018
Myanmar,totalSupply,448,2019
Myanmar,totalSupply,7860.8,2020
Myanmar,totalSupply,4177.5999999999985,2021
Myanmar,totalSupply,420.09800000000007,2022
Myanmar,totalSupply,456.2999999999997,2023
Myanmar,totalSupply,275.87999999999994,2024
Namibia,totalSupply,2315.6000000000004,2019
Namibia,totalSupply,1254.4000000000003,2020
Namibia,totalSupply,587.1999999999998,2021
Namibia,totalSupply,290.2079999999998,2022
Namibia,totalSupply,287.1359999999995,2023
Namibia,totalSupply,61.43999999999999,2024
Nepal,totalSupply,56176,2017
Nepal,totalSupply,110177,2018
Nepal,totalSupply,116181.50000000004,2019
Nepal,totalSupply,178421.79999999993,2020
Nepal,totalSupply,165103.6,2021
Nepal,totalSupply,232425.95599999977,2022
Nepal,totalSupply,129080.717,2023
Nepal,totalSupply,41356.19600000001,2024
Netherlands,totalSupply,161526,2017
Netherlands,totalSupply,327092,2018
Netherlands,totalSupply,356799.20000000007,2019
Netherlands,totalSupply,201937.40000000005,2020
Netherlands,totalSupply,230037.3999999999,2021
Netherlands,totalSupply,299922.939,2022
Netherlands,totalSupply,144599.2699999999,2023
Netherlands,totalSupply,37426.81300000001,2024
New Caledonia,totalSupply,44.80000000000002,2021
New Zealand,totalSupply,67546,2017
New Zealand,totalSupply,197750,2018
New Zealand,totalSupply,118081.2000000001,2019
New Zealand,totalSupply,177073.2000000001,2020
New Zealand,totalSupply,126954.59999999995,2021
New Zealand,totalSupply,77511.51600000005,2022
New Zealand,totalSupply,56109.54400000004,2023
New Zealand,totalSupply,8535.837999999998,2024
Nicaragua,totalSupply,3677,2017
Nicaragua,totalSupply,10083,2018
Nicaragua,totalSupply,38919.79999999997,2019
Nicaragua,totalSupply,63725.59999999998,2020
Nicaragua,totalSupply,103313.19999999991,2021
Nicaragua,totalSupply,87088.96200000012,2022
Nicaragua,totalSupply,33382.15800000001,2023
Nicaragua,totalSupply,9707.93,2024
Niger,totalSupply,1.248,2022
Niger,totalSupply,68.63999999999999,2023
Nigeria,totalSupply,364268,2017
Nigeria,totalSupply,986920,2018
Nigeria,totalSupply,878832.6000000002,2019
Nigeria,totalSupply,844698.9999999997,2020
Nigeria,totalSupply,845429.6000000002,2021
Nigeria,totalSupply,1005177.4220000003,2022
Nigeria,totalSupply,569702.4970000001,2023
Nigeria,totalSupply,145298.06599999996,2024
North Macedonia,totalSupply,128754.40000000021,2019
North Macedonia,totalSupply,95333.20000000001,2020
North Macedonia,totalSupply,132740.39999999994,2021
North Macedonia,totalSupply,73873.10400000002,2022
North Macedonia,totalSupply,13167.935999999965,2023
North Macedonia,totalSupply,3462.720000000002,2024
Northern Cyprus,totalSupply,5296,2019
Northern Cyprus,totalSupply,31920,2020
Northern Cyprus,totalSupply,8384,2021
Northern Mariana Islands,totalSupply,2268,2018
Norway,totalSupply,44106,2017
Norway,totalSupply,118366,2018
Norway,totalSupply,22263.799999999977,2019
Norway,totalSupply,27578.799999999996,2020
Norway,totalSupply,22753.599999999988,2021
Norway,totalSupply,19514.565999999973,2022
Norway,totalSupply,35778.75099999996,2023
Norway,totalSupply,4096.697999999997,2024
Oman,totalSupply,4536,2017
Oman,totalSupply,10304,2018
Oman,totalSupply,11124.800000000001,2019
Oman,totalSupply,18331.999999999996,2020
Oman,totalSupply,8423.200000000003,2021
Oman,totalSupply,7808.746000000005,2022
Oman,totalSupply,8405.899000000009,2023
Oman,totalSupply,1581.0810000000006,2024
Pakistan,totalSupply,3538056,2017
Pakistan,totalSupply,10434300,2018
Pakistan,totalSupply,11628201.100000001,2019
Pakistan,totalSupply,16046328.200000003,2020
Pakistan,totalSupply,17802327.600000005,2021
Pakistan,totalSupply,17110168.439,2022
Pakistan,totalSupply,11788183.476999996,2023
Pakistan,totalSupply,3621229.441999999,2024
Palau,totalSupply,21.792000000000012,2024
Palestine,totalSupply,33800,2017
Palestine,totalSupply,143198,2018
Palestine,totalSupply,253972.8,2019
Palestine,totalSupply,357593.39999999985,2020
Palestine,totalSupply,162975.79999999987,2021
Palestine,totalSupply,201865.1109999998,2022
Palestine,totalSupply,105566.767,2023
Palestine,totalSupply,1461.1730000000002,2024
Panama,totalSupply,7752,2017
Panama,totalSupply,11264,2018
Panama,totalSupply,13154.400000000005,2019
Panama,totalSupply,9916.79999999999,2020
Panama,totalSupply,8608.599999999977,2021
Panama,totalSupply,23803.586000000003,2022
Panama,totalSupply,36374.738999999994,2023
Panama,totalSupply,9066.033999999998,2024
Papua New Guinea,totalSupply,11.360000000000008,2022
Papua New Guinea,totalSupply,37.632000000000026,2023
Paraguay,totalSupply,3452,2017
Paraguay,totalSupply,1639,2018
Paraguay,totalSupply,4640.4,2019
Paraguay,totalSupply,1148.3999999999999,2020
Paraguay,totalSupply,19352,2021
Paraguay,totalSupply,29340.102000000003,2022
Paraguay,totalSupply,10253.144000000004,2023
Paraguay,totalSupply,3375.0520000000024,2024
Peru,totalSupply,29459,2017
Peru,totalSupply,92547,2018
Peru,totalSupply,93406.49999999988,2019
Peru,totalSupply,146316.00000000003,2020
Peru,totalSupply,439672.9999999997,2021
Peru,totalSupply,755972.4600000008,2022
Peru,totalSupply,474791.7840000001,2023
Peru,totalSupply,121819.45599999996,2024
Philippines,totalSupply,2044955,2017
Philippines,totalSupply,4609300,2018
Philippines,totalSupply,4627330,2019
Philippines,totalSupply,3792607,2020
Philippines,totalSupply,3611063,2021
Philippines,totalSupply,3205479.8149999967,2022
Philippines,totalSupply,1757603.7100000007,2023
Philippines,totalSupply,429688.03799999994,2024
Poland,totalSupply,86697,2017
Poland,totalSupply,203292,2018
Poland,totalSupply,268043.10000000003,2019
Poland,totalSupply,482734.79999999993,2020
Poland,totalSupply,621530.2000000009,2021
Poland,totalSupply,645579.0989999998,2022
Poland,totalSupply,173109.51700000005,2023
Poland,totalSupply,32339.08500000001,2024
Portugal,totalSupply,127165,2017
Portugal,totalSupply,257088,2018
Portugal,totalSupply,236193.69999999987,2019
Portugal,totalSupply,287504.5999999999,2020
Portugal,totalSupply,244450.7999999997,2021
Portugal,totalSupply,289569.2260000001,2022
Portugal,totalSupply,192563.1910000001,2023
Portugal,totalSupply,47600.572,2024
Puerto Rico,totalSupply,60,2017
Puerto Rico,totalSupply,3976,2018
Puerto Rico,totalSupply,1086.6,2019
Puerto Rico,totalSupply,10482.399999999992,2020
Puerto Rico,totalSupply,6003.6,2021
Puerto Rico,totalSupply,688.3260000000001,2022
Puerto Rico,totalSupply,1355.4239999999998,2023
Puerto Rico,totalSupply,8.160000000000002,2024
Qatar,totalSupply,18824,2017
Qatar,totalSupply,58265,2018
Qatar,totalSupply,16650.200000000004,2019
Qatar,totalSupply,15275.200000000006,2020
Qatar,totalSupply,49310.99999999997,2021
Qatar,totalSupply,41033.66999999995,2022
Qatar,totalSupply,7179.239999999993,2023
Qatar,totalSupply,11171.663999999995,2024
Republic of Korea,totalSupply,3.6199999999999983,2023
Reunion,totalSupply,9425,2017
Reunion,totalSupply,26793,2018
Reunion,totalSupply,9,2019
Reunion,totalSupply,798.0000000000005,2020
Reunion,totalSupply,25.60000000000001,2021
Reunion,totalSupply,198.41599999999994,2022
Reunion,totalSupply,742.2719999999983,2023
Reunion,totalSupply,152.44799999999995,2024
Romania,totalSupply,331000,2017
Romania,totalSupply,697922,2018
Romania,totalSupply,778687.1,2019
Romania,totalSupply,1103680.6,2020
Romania,totalSupply,816341.0000000008,2021
Romania,totalSupply,562059.8630000001,2022
Romania,totalSupply,340549.8479999998,2023
Romania,totalSupply,96041.64499999999,2024
Russia,totalSupply,246335,2017
Russia,totalSupply,421284,2018
Russia,totalSupply,1942079.5,2019
Russia,totalSupply,2881887.1999999993,2020
Russia,totalSupply,4412467.200000002,2021
Russia,totalSupply,4540693.835999997,2022
Russia,totalSupply,5756766.227999996,2023
Russia,totalSupply,1632779.2559999998,2024
Rwanda,totalSupply,414.4000000000001,2019
Rwanda,totalSupply,1467.1999999999996,2020
Rwanda,totalSupply,173.99999999999997,2021
Rwanda,totalSupply,282.19200000000023,2022
Rwanda,totalSupply,903.5339999999995,2023
Rwanda,totalSupply,1273.5120000000002,2024
Saint Lucia,totalSupply,826,2017
Saint Lucia,totalSupply,519,2018
Saint Lucia,totalSupply,28,2019
Saint Lucia,totalSupply,11.200000000000005,2021
Saint Lucia,totalSupply,3907.500000000004,2022
Saint Lucia,totalSupply,733.0079999999996,2023
Saint Vincent and Grenadin,totalSupply,5236,2018
Saint Vincent and the Grenadin,totalSupply,826,2017
Saint Vincent and the Grenadin,totalSupply,3229,2018
Saint Vincent and the Grenadin,totalSupply,142.80000000000004,2020
Saint Vincent and the Grenadin,totalSupply,38.8,2021
Samoa,totalSupply,11.200000000000005,2019
Saudi Arabia,totalSupply,40033,2017
Saudi Arabia,totalSupply,139788,2018
Saudi Arabia,totalSupply,61184.300000000025,2019
Saudi Arabia,totalSupply,87349.19999999997,2020
Saudi Arabia,totalSupply,82420.60000000008,2021
Saudi Arabia,totalSupply,228592.33800000013,2022
Saudi Arabia,totalSupply,148739.203,2023
Saudi Arabia,totalSupply,53496.874,2024
Senegal,totalSupply,473.19999999999993,2019
Senegal,totalSupply,1717.2,2020
Senegal,totalSupply,28862.800000000007,2021
Senegal,totalSupply,23398.829999999984,2022
Senegal,totalSupply,7284.443999999991,2023
Senegal,totalSupply,5121.5999999999995,2024
Serbia,totalSupply,210541,2017
Serbia,totalSupply,431318,2018
Serbia,totalSupply,682382.8000000002,2019
Serbia,totalSupply,1671415.1999999995,2020
Serbia,totalSupply,2618357.600000001,2021
Serbia,totalSupply,3081964.763999997,2022
Serbia,totalSupply,1081624.3310000005,2023
Serbia,totalSupply,226341.613,2024
Seychelles,totalSupply,28,2018
Seychelles,totalSupply,1070.3999999999999,2020
Seychelles,totalSupply,123.19999999999996,2021
Seychelles,totalSupply,640.1919999999998,2022
Seychelles,totalSupply,574.560000000001,2023
Seychelles,totalSupply,58.07999999999996,2024
Sierra Leone,totalSupply,209.20799999999997,2022
Sierra Leone,totalSupply,9.408000000000005,2023
Sierra Leone,totalSupply,7.008000000000003,2024
Singapore,totalSupply,47787,2017
Singapore,totalSupply,81891,2018
Singapore,totalSupply,229287.90000000002,2019
Singapore,totalSupply,238680.20000000004,2020
Singapore,totalSupply,225205.79999999987,2021
Singapore,totalSupply,223907.64999999985,2022
Singapore,totalSupply,80050.69099999998,2023
Singapore,totalSupply,20856.56499999999,2024
Sint Maarten,totalSupply,10.848000000000004,2024
Slovakia,totalSupply,25167,2017
Slovakia,totalSupply,35447,2018
Slovakia,totalSupply,19527.399999999994,2019
Slovakia,totalSupply,54160.399999999914,2020
Slovakia,totalSupply,76903.39999999985,2021
Slovakia,totalSupply,66789.58300000001,2022
Slovakia,totalSupply,21853.506999999994,2023
Slovakia,totalSupply,419.136,2024
Slovenia,totalSupply,29813,2017
Slovenia,totalSupply,73632,2018
Slovenia,totalSupply,30287.800000000007,2019
Slovenia,totalSupply,33011.8,2020
Slovenia,totalSupply,66472.4,2021
Slovenia,totalSupply,7274.614000000015,2022
Slovenia,totalSupply,9326.220000000008,2023
Slovenia,totalSupply,1390.403999999999,2024
Solomon Islands,totalSupply,5.376000000000002,2023
Somalia,totalSupply,2558,2017
Somalia,totalSupply,4863.399999999998,2019
Somalia,totalSupply,338.17599999999976,2022
Somalia,totalSupply,475.39200000000096,2023
Somalia,totalSupply,1010.1119999999991,2024
South Africa,totalSupply,144379,2017
South Africa,totalSupply,371244,2018
South Africa,totalSupply,372255.3,2019
South Africa,totalSupply,427121.8000000001,2020
South Africa,totalSupply,242440.80000000002,2021
South Africa,totalSupply,190127.74299999993,2022
